Phi,Theta,E_deloc
25,150,6.617623380581823
25,160,6.190099114289396
25,170,5.968295955401358
25,180,6.001917448232025
25,190,6.199991605516776
25,200,6.452424357211394
25,210,6.721825642595623
25,220,7.038742348651467
25,230,7.48619008836886
25,240,8.025730170384476
25,250,8.562264484473888
25,260,8.906427443114362
25,270,8.942579177785898
25,280,8.612346981646219
25,290,8.029757460437864
25,300,7.378073550790048
25,310,6.836964570613841
25,320,6.528228260172833
25,330,6.365912577918793
25,340,6.219723625944492
25,350,5.981073293650926
30,0,8.46674851567417
30,10,8.466414869257287
30,20,8.836350187221242
30,30,9.469423435007885
30,40,10.10845732803401
30,50,10.582706039993049
30,60,10.856581589944426
30,70,11.034043770805564
30,80,11.145043963323287
30,90,11.198279693189473
30,100,11.146771871981132
30,110,10.975852037257296
30,120,10.688695322086495
30,130,10.287370937058029
30,140,9.807770765731828
30,150,9.29954106094274
30,160,8.900564124376121
30,170,8.709397335263123
30,180,8.76214818921595
30,190,8.948711509484152
30,200,9.155642328658256
30,210,9.359474696608515
30,220,9.621077362853883
30,230,10.047056639068334
30,240,10.606574348761917
30,250,11.179836576242934
30,260,11.552617208366136
30,270,11.58626129156726
30,280,11.220790009867653
30,290,10.586392090608397
30,300,9.891127618017121
30,310,9.343505157454405
30,320,9.077888127590201
30,330,8.990736289109227
30,340,8.911513403420608
30,350,8.697137127304615
