Phi,Theta,E_deloc
20,250,-477658.9912928907
20,260,-477658.37015260465
20,270,-477658.07878850464
20,280,-477658.1872287739
20,290,-477658.65189699235
20,300,-477659.3599808461
20,310,-477660.12878083944
20,320,-477660.8534362648
20,330,-477661.44703041133
20,340,-477661.9247712737
20,350,-477662.22688315983
25,0,-477660.0723748711
25,10,-477659.9188935115
25,20,-477659.6124018635
25,30,-477659.2768002611
25,40,-477658.9406678489
25,50,-477658.5958396053
25,60,-477658.16609646723
25,70,-477657.71222027426
25,80,-477657.2864154455
25,90,-477657.0231641877
25,100,-477657.0235786574
25,110,-477657.31454014766
25,120,-477657.8439660398
25,130,-477658.4440505118
25,140,-477658.99704200256
25,150,-477659.37680580566
25,160,-477659.63624118135
25,170,-477659.77703845076
25,180,-477659.88056908955
25,190,-477659.91187802365
25,200,-477659.8254927504
25,210,-477659.5743630838
25,220,-477659.0998316164
25,230,-477658.4354266557
25,240,-477657.6288765368
25,250,-477656.8492562179
25,260,-477656.213160824
25,270,-477655.9087479249
25,280,-477656.0136867569
25,290,-477656.48978787556
25,300,-477657.2238906367
25,310,-477658.013813838
25,320,-477658.7439262071
25,330,-477659.32001818647
25,340,-477659.7601430218
25,350,-477660.0130913348
30,0,-477657.2462910141
30,10,-477657.037088424
30,20,-477656.7048340802
30,30,-477656.3920183964
30,40,-477656.12559106434
30,50,-477655.8745501277
30,60,-477655.5323521507
30,70,-477655.1387102957
30,80,-477654.7443309922
30,90,-477654.4873612876
30,100,-477654.47880451195
30,110,-477654.75976714876
30,120,-477655.2771623756
30,130,-477655.860380033
30,140,-477656.3733723429
30,150,-477656.69722132926
30,160,-477656.89596767415
30,170,-477656.99222837033
30,180,-477657.080056287
30,190,-477657.12531135767
30,200,-477657.07564621663
30,210,-477656.8714690953
30,220,-477656.44060302974
30,230,-477655.8034866788
30,240,-477654.99998280226
30,250,-477654.2036441374
30,260,-477653.54678196047
30,270,-477653.227378562
30,280,-477653.33047527843
30,290,-477653.8222643728
30,300,-477654.58714701567
30,310,-477655.3992661516
30,320,-477656.13172264333
30,330,-477656.6813518148
30,340,-477657.07153979765
30,350,-477657.25906640704
